strength,heat,stability,workability,corrosion,quantum_drift,cluster,cluster_name,score_overall,score_struct,score_high_temp,score_outer,score_catalyst,score_superconductor
16.91489441039014,12.263099362089005,2.1208658827484115,8.358134369482118,49.52076010916095,0.2982023913787429,3,Cluster3,77.91543185493471,,,112.63915471391928,,
32.75785729114517,26.948965461160554,4.45524024772026,3.6529053643336686,47.43957309895063,0.1784859373798994,1,Cluster1,124.51529370929353,85.4945717470711,74.64285684692402,,,
19.630453001517385,11.236057063693304,5.736441064672061,10.290984928754302,49.65529872731129,0.3872988795776917,3,Cluster3,88.68746761219128,53.09629725231182,,117.61529538009006,,
21.750399554448187,6.640668922511446,8.16305751802404,4.49493978935117,49.86522489573252,0.3398299868167619,3,Cluster3,89.22630666416896,58.7258898603714,,110.5543882345038,10.096743871931249,
18.392086273647653,12.661005442231833,5.805618181134282,8.804517112055326,49.811539676433824,0.4541273707007165,3,Cluster3,87.00750628477242,51.368975169411925,,115.73266411151778,,
17.406851598668077,10.19111042345626,5.016915750238557,13.23756086319506,49.815878512201714,-0.2475866317505507,3,Cluster3,83.80932030209809,47.18704540267157,,121.99655619431529,,
30.32333685014836,7.483924809666407,6.756306333091388,6.248690794060554,48.89644971620267,-0.1774755613680478,2,Cluster2,105.66015270336378,74.34562004339897,,110.54408879004185,,
12.987483819829835,18.903685137316653,3.5478233029163286,12.364743780969276,49.18718196991021,-0.0992998148885864,0,Cluster0,80.87705079190198,,47.79928558002026,118.6953912627325,,
13.974651176638918,8.459752038260724,4.004355608383078,11.323920916145887,49.81410021365504,0.1337579536713263,3,Cluster3,72.85084041534232,38.05195383131149,,118.61625960572044,,
32.56877478537221,15.992413187427754,4.931470792162148,3.635542545346973,48.698870599458736,-0.6648421370540136,1,Cluster1,114.02953338176424,79.86612021564751,52.86826349117676,105.316790413019,,
33.1388606774788,5.544269902019355,7.92092419667283,4.738184006473558,49.73166232529329,-0.1308035688880087,2,Cluster2,110.80749714898161,80.80043903208852,,110.53106275863334,,
17.538053144916766,26.413462400979142,2.188117273578646,7.267955782235493,48.930649261458456,-0.833969469057269,0,Cluster0,92.03707765397036,,63.36708391346668,109.85729083305948,,
14.222023694898535,14.497819933184273,5.113546084614988,11.491931363815542,49.79454655610294,-0.2160504757860041,3,Cluster3,81.03937493407706,43.14722600752569,,119.38376320023669,,
28.812425833646827,1.7432820418789012,5.734240036643575,6.405700307840746,49.276548472294046,0.1604695544220752,2,Cluster2,95.65014859978324,66.9373831887764,,111.02876742467099,,
19.697941025874822,19.353106576925555,4.152003204250058,5.009615189098918,48.453419044063615,-0.5645836477261551,1,Cluster1,91.14392690390541,54.73585649886136,52.424895047175504,,,
16.10822232704428,11.236057063693304,5.736441064672061,10.290984928754302,49.65529872731129,-0.3735045138495318,3,Cluster3,81.65680062897323,46.065630269093774,,117.61529538009006,,
13.112381023062138,21.14540230488672,3.815218195236624,10.414404310656096,49.05539859799945,0.6134803512860171,0,Cluster0,82.21441274690768,,52.35547314089813,115.64001275960135,,
19.23974443102354,12.666894449694071,3.306711573874189,7.844734749255947,49.58864409054271,0.0374746268090907,3,Cluster3,84.78566546564267,,,112.59774609190643,,
22.0233272583118,38.77471142060006,1.0618942185412918,6.261467401862271,47.65788189543204,-0.8317253590346371,0,Cluster0,110.54215655464812,,89.20711800938001,,,
53.66569373519066,10.292420344519886,7.170459532140022,1.9348948420109668,48.58213915248101,0.5391606542450633,2,Cluster2,153.09885345611218,122.69412628660622,,103.65185033404849,,
32.57245484703,5.636754657678639,6.627420386567069,5.784875807653048,49.36941872127024,-0.0438224979785561,2,Cluster2,108.25611969807234,77.86059510477138,,110.7298613473036,,
19.639225239590527,17.03249613260513,4.0761161488028295,6.575142626017673,49.19036063708375,-0.2314526742990324,3,Cluster3,90.0764197922421,53.67742009438883,47.84499469665884,110.28149328759542,,
31.01570480916158,5.4343894108814,6.260878266514993,5.740624349571952,48.93731459750156,-0.2564577026850326,2,Cluster2,103.93962819982879,73.88346402085133,,109.61600485261854,,
16.75091737099311,16.418612462669305,5.097970441047595,9.777447420737271,49.72207665133453,0.035823253111265,3,Cluster3,87.28134164915156,49.322273381780995,46.29274242532713,116.65930965429878,,
32.06520111715745,18.93819217841648,5.782528303146627,4.36972155253185,48.89415305082984,-0.214296918912375,1,Cluster1,118.16002725021978,82.0589938593307,59.58436475910212,107.23415258203077,,
29.834637523571264,22.22621802797201,6.751072599576403,4.888801137782,49.06246345988652,0.5740673783525237,1,Cluster1,118.42366689496087,80.33492558214061,65.8337937281298,108.83366492623423,,
14.158361354563006,21.699950098227298,2.6413864255815627,11.601175541203304,49.07905135158932,0.5858818416454707,0,Cluster0,83.73298405047649,,52.82752637849493,116.88055922777438,,
17.90692232394415,7.838706919687154,6.125597855921283,5.621211226133415,49.71335222473372,-0.2256591415969605,3,Cluster3,80.28257093529399,48.695935750016844,,110.9213202166282,,
17.502823399690058,15.12952967949304,6.629621414595556,8.988403384758334,49.74816897628749,-0.0286052557516292,3,Cluster3,89.41928952553776,52.486238505268346,45.62578984555085,116.29375373701025,,
30.541695270514104,8.022090676649107,6.338205231711321,5.70718236760821,49.309453470805806,0.2673480773020338,2,Cluster2,105.85375890714927,74.3343956496177,,110.34878310887959,,
32.09411887522208,12.58324798206352,5.271756077901008,3.429816885808159,49.50866984717731,-0.2773602511237261,2,Cluster2,110.8710029647282,78.1101356072037,,106.79794306201737,,
30.704399560055403,10.228217518023529,5.473731500788153,4.017623394004848,48.68258917310331,-0.0884033644729528,2,Cluster2,106.1093168083977,74.64510176583185,,106.12847918760797,,
33.89987283640178,6.621556081330227,9.28551132260878,2.796596629342662,49.21316881557815,-0.1573722125252123,2,Cluster2,114.19707924798215,84.88141848485662,,107.26398823647469,,
33.29846674063112,14.909989436091712,6.354708623853595,3.70658334478926,49.0688351803199,0.5323542560126197,2,Cluster2,116.89434085967629,83.05163687907586,,106.87489968975048,,
31.225575518856928,3.878529663427817,8.312746451030941,3.0870308077284987,49.31416618940314,0.2175668431450863,2,Cluster2,104.78183203310881,76.64196870282909,,107.41525181591449,18.760440244752935,
20.814456116165864,10.602156773200353,5.591074424821182,11.876526781365206,49.84198374573463,-0.3299373056860256,3,Cluster3,91.14699860062775,54.98666495047765,,120.29429487592766,,
18.859848962425417,12.350907980288785,2.4531349590235854,8.918876912731216,49.49097983178039,-0.5718279915969579,3,Cluster3,82.38340872433385,,,113.5868425121694,,
16.70389470856025,11.377397425466144,7.6494866830148815,5.657664155610212,48.98931996517887,-0.66039151396784,3,Cluster3,82.92251741353566,49.91032664040805,,110.28987950528051,,
20.316190663795588,13.213128961246955,8.101744574339087,4.759172397554143,48.92996005049423,-0.3853140193928823,3,Cluster3,92.45737935497807,59.006248650330406,,109.04955098448922,,
22.48192717025417,18.927650522835616,-0.1017219415279271,5.359810343593554,49.18944586214193,-0.8526986225519144,1,Cluster1,90.16085143136789,,48.56819337799443,106.36774626891022,,
19.872330087103165,18.751400619522148,6.0754875251410665,9.849262220477096,49.72934995763327,0.4042414250414263,3,Cluster3,96.99435674545384,57.829350346637575,53.31233309521623,117.2703370085527,,
33.36009106766891,9.944320236200127,7.507566697403901,4.501933944726504,49.64274046406908,0.4240228023602025,2,Cluster2,114.5741668196814,82.52966949718353,,109.79216519392986,,
34.199352653359284,15.056392619233767,5.314809999320433,3.3556118912498363,49.41892431933232,-0.7884154212268693,2,Cluster2,117.02616560899719,83.11070119408923,52.133063853854175,106.5286714751996,,
35.43332021713013,6.006505439516688,7.826612978452522,4.9462720031852605,49.81020381681577,0.5323399046234452,2,Cluster2,115.45896334683282,85.07747271707396,,110.9531221276357,18.130534641612893,
37.80870393021158,9.429536836585177,8.868610154573432,4.28510056505659,49.63143752930976,-0.4389859567312247,2,Cluster2,124.8691430193204,93.19610555384466,,110.12483098349111,,
33.02558746499225,8.686293757823945,7.001148471661788,2.386596137607347,48.95982916038623,0.0754016887476472,2,Cluster2,110.83700235555025,80.82064282764149,,105.00012676301438,,
21.4579177601613,7.714820823006934,5.787389110382771,10.36504804541511,49.81105768584602,-0.147961046193568,3,Cluster3,89.25183182834068,55.30636855120666,,118.0633819950061,,
21.45927819782767,14.439379483292008,6.3937029939610746,10.137652854145449,49.78388904596221,0.2271983178533542,3,Cluster3,96.68206300208944,59.50160231038959,,117.97110887012315,,
36.0216559645339,6.351674300598064,8.355800372450366,3.012787452016745,49.22442066155815,0.2471518718140405,2,Cluster2,116.80013897331482,87.50569776622834,,107.1459226873666,17.58057251926234,
23.35222407493077,27.5295483974744,3.704064743543131,3.775542399028385,47.83833854299739,0.4139143080933813,0,Cluster0,105.18311982557015,,70.23231642191062,,,
21.228156383286628,14.29156336555377,3.232532209831258,5.526837224410024,49.50952371620756,-0.8312512112911185,3,Cluster3,88.28360370589158,,,108.92556937394578,,
28.268845764919007,23.3025950764834,5.433270229744071,5.323944558617834,48.245390905869215,0.4901815186932741,1,Cluster1,114.28467816448776,75.84871289400255,65.92779250582373,,,
16.56141502442995,22.12355609539001,2.795670665015287,9.047444481947878,48.965339093211576,0.3916155350163318,0,Cluster0,88.05466839433625,,55.12768260050212,112.89968024185261,,
30.143231231351507,20.217726599905287,5.420488524105664,5.084313765460768,49.11371575516869,0.7110116045079783,1,Cluster1,115.02292500457355,77.81504694430618,60.572051537338005,108.56414642058138,,
21.301161754553146,18.028890572932312,1.1665856379282855,4.93735898377427,48.83332359794074,-0.5042449977710028,1,Cluster1,88.76218883201753,,47.622825162183986,105.65597849050702,,
20.6636549531534,18.52166489104637,0.0831410574759825,5.138814607211616,49.26186931936806,-0.5538820770948767,1,Cluster1,86.6201462697621,,47.18135727759798,106.27353107829154,,
35.99432060095077,3.62786918377327,9.39304735641636,2.6358709277301937,48.91345339950004,-0.33017313414866,2,Cluster2,115.15057044976581,87.56197369426405,,106.47723686880356,22.93892328367782,
33.57391955912226,9.674438455467968,6.577855747245489,4.751053434402952,49.65399231004909,-0.2957197771990761,2,Cluster2,113.59586428960766,81.55612218964765,,109.72349264532535,,
26.372749953409087,32.526584405706295,4.450731098130742,4.722397165455493,47.473201827819416,0.1906212457298971,0,Cluster0,117.85535921062815,75.49426751113754,82.59496426338293,,,
18.825951929046028,29.9909485473736,2.227721008651537,7.392964147914085,48.92585525167233,-0.070700746834298,0,Cluster0,99.07314287140186,,71.5872436945046,110.05501722954156,,
25.612782960673485,15.489849993163975,4.61564573634803,6.104710937294739,48.618553643209786,0.3707752075519911,1,Cluster1,100.62974160173326,65.52318431489901,48.21634959923673,108.70199656053569,,
18.787236769705306,29.97432808853988,2.198717589588345,6.061572251764995,48.3163587151041,0.6669477303770331,0,Cluster0,97.36889576539052,,71.20751828633225,,,
18.848933442729084,19.098193468010688,5.0521933231472005,4.949675801570304,48.088553477058106,-0.544355287528679,0,Cluster0,90.34910968997518,54.28089831665563,52.40086933676878,,,
17.090151032196587,29.035938691762205,3.4054768073241504,6.883097043510522,48.418768038722526,0.5338372336977476,0,Cluster0,95.44155127456038,,69.75551109009798,,,
33.448394482241014,5.504505508293736,7.733712509158363,4.56125668652735,49.719312506462735,-0.0373879179195342,2,Cluster2,111.1047599150888,81.2122225644469,,110.14736629729568,,
19.491769471756868,25.608726405628826,1.429313014659705,6.889984380408647,48.71464216856307,-0.8233699870538251,0,Cluster0,93.71517815856416,,61.98096556826888,108.47891741506895,,
19.574574767813623,8.12195967775499,6.607686873438359,5.16098757640945,49.76149041233134,-0.1099617687328655,3,Cluster3,84.53391674917731,53.01169791592941,,110.56830562599603,,
22.980491497385128,16.72694817726344,4.573651588269247,3.631085269147973,48.64912552091592,-0.0106557336957233,1,Cluster1,95.6778582157738,61.174278732110125,49.512465824640834,105.03170473968844,,
27.295681981509745,9.506245416828987,4.805017884941458,4.3741970441840365,48.65734837156712,0.4367333629220542,2,Cluster2,97.38417555221417,66.11528013592411,,106.27850125188102,,
14.162984995561402,12.899566766167116,3.778209796628616,11.129259714629168,49.73752817126138,-0.3316961426324685,3,Cluster3,76.99454925254565,,,118.05805081278083,,
19.361891517625512,15.607547754066603,4.00693903234061,7.415189494748627,49.034119687961216,0.4523350688774891,3,Cluster3,88.11405886030597,52.08563039191775,44.676812764847824,111.19449313421566,,
33.39397226647059,14.11172868254015,5.458221667906437,3.919243453625981,49.42027577998645,0.4705605461416872,2,Cluster2,115.28620478800552,81.56058082992924,,107.44852757436509,,
15.876692561729952,19.266184019137107,4.714444067971536,10.1726860252279,49.74065289239258,-0.5007439748511132,0,Cluster0,87.54716072851343,47.95739926013464,50.934786399685166,117.09755685661278,,
17.62953059310411,4.1477309020305855,4.322571077203087,11.764607950989635,49.86863930198398,0.2600033856961128,3,Cluster3,76.44726894483415,43.55677986733203,,119.54547606905396,,
14.644627054365138,23.203143384905644,4.256140653835914,11.595396181344842,49.20762876166028,0.1584496314347196,0,Cluster0,89.11967131445763,47.11658715050225,57.905516135112414,117.93642212225578,,
33.316155757066895,6.511143622096687,6.298883405191582,4.842810214587217,49.7794579075688,-0.2854346336161831,2,Cluster2,109.61747967147967,79.05077379935332,,109.97257283961422,,
18.91174027126891,14.07159119558218,2.6567190632787225,6.412707860803465,49.57517422502441,0.0985373678646464,3,Cluster3,83.77555400808737,,,110.09776977289339,,
17.998129108120438,16.24438059608852,3.346315308947081,7.908753698324302,49.58385008075659,-0.9317974692965356,3,Cluster3,85.07461619599393,,44.36824232053607,112.70398836347317,,
16.786972871416243,20.750338759316985,3.181256721201676,6.891261488951803,49.0885477931539,-0.7290368070533467,0,Cluster0,86.35703741795149,,52.710902272017094,110.10461618033634,,
18.736423595804688,14.211947675899586,1.7222559006046776,6.56670609852435,49.47815539088069,-0.6727544166357156,3,Cluster3,81.61785504648279,,,109.66749787985023,,
16.269978787436003,8.95457550239762,5.281834484837299,11.29980152858056,49.7747322803915,0.2198902167022858,3,Cluster3,79.73466149230933,44.72010683662448,,119.14008409607248,,
20.32846266986835,7.398834353601647,4.933812495532168,11.965355488039483,49.71339342708371,-0.3353855101825925,3,Cluster3,85.9604673840156,51.42167574965318,,119.84172633399272,,
29.474049587290963,18.798558783584976,5.32583497390512,4.6393604791856005,48.429766290473744,-0.5437777448299416,1,Cluster1,111.72619605902432,75.79235328240216,57.38808846230558,,,
16.821605079622344,21.18516669861234,4.002429882751091,11.243966303355055,49.06774841683001,0.1375351287480295,0,Cluster0,90.85034391332816,50.10190320392947,54.71479825541293,117.00266123006814,,
34.34044420548902,8.416411977091784,6.071437521503375,2.590553047048723,48.97108100636624,0.703801430976227,2,Cluster2,111.28147226605614,81.29244925080278,,104.86371034405725,,
15.935177647539938,22.015936567632583,3.494963040432165,10.165298864712767,49.17671561035164,0.0116881626247412,0,Cluster0,88.78805549826816,,55.48858091815493,115.34886103798853,,
32.27744647382985,8.41989358553162,3.4488647778191,3.851396840089598,49.42705144418112,0.0043431446299544,2,Cluster2,104.78296469742537,,,106.35563053740618,,
16.69676111071206,7.032613115538015,5.305887182050546,11.899835111101536,49.79816670314039,0.2892727726666859,3,Cluster3,78.94469424449223,44.57938677960226,,120.09902966395836,,
24.564540448026204,17.493357945570406,3.6310182091143792,9.1850480878003,49.062521361386096,0.2886670578173773,1,Cluster1,100.9040838220702,,50.755670795359606,113.71812395902984,,
19.9847194222278,14.0153412898741,2.5661672824951207,6.475528783719222,49.4242092762758,-0.457660008280701,3,Cluster3,85.3262400797892,,,109.84479536937799,,
26.48811997908105,22.122501965284226,4.13093361248007,3.316876636037121,47.96569582810724,0.3597622553997226,1,Cluster1,106.57666631883887,69.87412910412459,61.44011640488918,,,
35.172180710800724,4.9828154351015534,9.154119839023494,2.610965185327532,49.705206206405855,0.2123559953665243,2,Cluster2,115.00408631573842,86.35459290232095,,107.90392011031474,19.903055027871098,
29.906061717170097,15.915279739130112,5.408177753487317,4.485810054571205,48.64623478214196,0.5937998378996495,1,Cluster1,109.81189238415821,75.28823009623657,51.89486817138276,106.72527352288438,,
29.58742046225246,17.332578029642214,6.072769674466366,4.685180029839701,48.92991130070392,0.0621249533883827,1,Cluster1,112.36199417773011,76.88815949763719,55.50057348818284,107.92397748340058,,
30.56708697520057,9.963574351421489,3.859674201672366,4.213363003021436,49.00657307858281,-0.1173103444809099,2,Cluster2,103.3799173006524,,,106.26302776253395,,
23.776150009212856,10.32808651912941,5.743213142515192,3.669043683873938,49.13462611462885,0.6588659037765433,3,Cluster3,92.23817524680277,60.672297087986664,,106.64442432632622,,
19.89515900663752,21.84536405527702,3.0726033210847445,8.410948560162113,49.01572959637299,0.0468303529429934,0,Cluster0,94.91109577550374,,56.687495758486044,112.18418369353154,,
14.855229669390638,11.244262744927225,5.681935456694956,10.127647802179167,49.84839377227102,-0.4364509019053633,3,Cluster3,79.02919515407068,43.41904299438197,,117.72922697615826,,
17.796590747662343,25.346320482904453,1.6633564435577508,6.62856876540472,48.27323354467073,0.8841224437880292,0,Cluster0,90.00131535481545,,60.81223156130381,,,
45.35981509704962,1.8984885953559965,9.029568116846164,3.092326095579355,49.24160267037418,-0.0807319230582742,2,Cluster2,132.24870342464297,105.13249474398819,,107.63647854254046,,36.61913889927205
15.17251150178269,12.24789708438029,4.900656800271797,14.327807607199066,49.73323488305397,0.4925141602492983,3,Cluster3,81.48191237323059,43.32744258591392,,123.40850957704244,,
19.260662227219623,15.90570546367515,5.738703992925673,4.896873219864726,49.16825484349764,0.2892334481976809,3,Cluster3,89.7784164909864,54.79299972746765,47.03582930978695,108.55117151325521,,
19.530584391343982,13.56959126435923,2.5638185939845632,5.907597921172456,49.48428291467137,0.2828870986858767,3,Cluster3,83.88954125726008,,,109.1118720080937,,
33.78439106192765,7.968232220101911,7.989771968753742,5.232410839706354,49.79911921289744,-0.3848158732090769,2,Cluster2,114.65262145018063,83.15274031382779,,111.44174066973127,14.084066789191931,
17.024087597404623,27.755638358524312,4.089724140251108,8.478889308855528,49.01820889288561,-0.2290253287263452,0,Cluster0,96.45792353585445,53.83155525572172,67.99853199163887,112.79961381918008,,
19.611678639389,27.55178395158233,4.938664154094012,10.260380281781838,49.07087313796121,0.6595197114379651,0,Cluster0,103.18924445993491,59.747725774272226,69.5183115212342,116.00164877564217,,
15.045953876456108,8.041203517830324,5.21575142712658,10.117646663735814,49.96150955096017,-0.1984735659967666,3,Cluster3,75.79784295278364,41.737663086520485,,117.70736481108736,,
16.433748005657304,21.805379081800545,3.312802740294371,9.012925546578211,49.00798227305715,-0.5209969368579135,0,Cluster0,88.13153617651649,,54.87993643829516,113.1917542361288,,
29.968538683324795,5.736623658784525,6.896902028294108,5.212014993450444,49.82145566279578,-0.3086425989918697,2,Cluster2,103.22714679700653,72.84209963949115,,110.90938482991427,,
21.62912800669927,20.18219539277197,3.0272690278984613,6.9957604657948735,49.4163867280099,0.1055969529885141,1,Cluster1,96.08183159193206,,54.15342534029777,110.84004866866132,,
